section,category,description,region,date,metric,value
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-10-30,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-10-31,ICU Hospital Beds in Use,7
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-10-31,Percent of ICU Hospital Beds in Use,0.64
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-10-31,Total ICU Hospital Beds,11
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-10-31,Percent of Available ICU Hospital Beds,0.36
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-10-31,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-01,ICU Hospital Beds in Use,6
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-01,Percent of ICU Hospital Beds in Use,0.55
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-01,Total ICU Hospital Beds,11
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-01,Percent of Available ICU Hospital Beds,0.45
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-01,ICU Hospital Beds Available,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-02,ICU Hospital Beds in Use,6
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-02,Percent of ICU Hospital Beds in Use,0.55
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-02,Total ICU Hospital Beds,11
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-02,Percent of Available ICU Hospital Beds,0.45
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-02,ICU Hospital Beds Available,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-03,ICU Hospital Beds in Use,9
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-03,Percent of ICU Hospital Beds in Use,0.82
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-03,Total ICU Hospital Beds,11
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-03,Percent of Available ICU Hospital Beds,0.18
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-03,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-04,ICU Hospital Beds in Use,7
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-04,Percent of ICU Hospital Beds in Use,0.64
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-04,Total ICU Hospital Beds,11
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-04,Percent of Available ICU Hospital Beds,0.36
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-04,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-05,ICU Hospital Beds in Use,7
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-05,Percent of ICU Hospital Beds in Use,0.64
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-05,Total ICU Hospital Beds,11
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-05,Percent of Available ICU Hospital Beds,0.36
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-05,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-06,ICU Hospital Beds in Use,7
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-06,Percent of ICU Hospital Beds in Use,0.64
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-06,Total ICU Hospital Beds,11
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-06,Percent of Available ICU Hospital Beds,0.36
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-06,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-07,ICU Hospital Beds in Use,8
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-07,Percent of ICU Hospital Beds in Use,0.73
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-07,Total ICU Hospital Beds,11
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-07,Percent of Available ICU Hospital Beds,0.27
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-07,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-08,ICU Hospital Beds in Use,8
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-08,Percent of ICU Hospital Beds in Use,0.73
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-08,Total ICU Hospital Beds,11
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-08,Percent of Available ICU Hospital Beds,0.27
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-08,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-09,ICU Hospital Beds in Use,8
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-09,Percent of ICU Hospital Beds in Use,0.73
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-09,Total ICU Hospital Beds,11
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-09,Percent of Available ICU Hospital Beds,0.27
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-09,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-10,ICU Hospital Beds in Use,8
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-10,Percent of ICU Hospital Beds in Use,0.73
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-10,Total ICU Hospital Beds,11
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-10,Percent of Available ICU Hospital Beds,0.27
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-10,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-11,ICU Hospital Beds in Use,8
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-11,Percent of ICU Hospital Beds in Use,0.73
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-11,Total ICU Hospital Beds,11
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-11,Percent of Available ICU Hospital Beds,0.27
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-11,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-12,ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-12,Percent of ICU Hospital Beds in Use,0.2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-12,Total ICU Hospital Beds,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-12,Percent of Available ICU Hospital Beds,0.8
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-12,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-13,ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-13,Percent of ICU Hospital Beds in Use,0.2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-13,Total ICU Hospital Beds,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-13,Percent of Available ICU Hospital Beds,0.8
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-13,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-14,ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-14,Percent of ICU Hospital Beds in Use,0.2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-14,Total ICU Hospital Beds,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-14,Percent of Available ICU Hospital Beds,0.8
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-14,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-15,ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-15,Percent of ICU Hospital Beds in Use,0.2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-15,Total ICU Hospital Beds,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-15,Percent of Available ICU Hospital Beds,0.8
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-15,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-16,ICU Hospital Beds in Use,2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-16,Percent of ICU Hospital Beds in Use,0.4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-16,Total ICU Hospital Beds,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-16,Percent of Available ICU Hospital Beds,0.6
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-16,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-17,ICU Hospital Beds in Use,2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-17,Percent of ICU Hospital Beds in Use,0.4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-17,Total ICU Hospital Beds,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-17,Percent of Available ICU Hospital Beds,0.6
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-17,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-18,ICU Hospital Beds in Use,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-18,Percent of ICU Hospital Beds in Use,0.6
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-18,Total ICU Hospital Beds,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-18,Percent of Available ICU Hospital Beds,0.4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-18,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-19,ICU Hospital Beds in Use,2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-19,Percent of ICU Hospital Beds in Use,0.4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-19,Total ICU Hospital Beds,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-19,Percent of Available ICU Hospital Beds,0.6
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-19,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-20,ICU Hospital Beds in Use,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-20,Percent of ICU Hospital Beds in Use,0.6
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-20,Total ICU Hospital Beds,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-20,Percent of Available ICU Hospital Beds,0.4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-20,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-21,ICU Hospital Beds in Use,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-21,Percent of ICU Hospital Beds in Use,0.6
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-21,Total ICU Hospital Beds,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-21,Percent of Available ICU Hospital Beds,0.4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-21,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-22,ICU Hospital Beds in Use,2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-22,Percent of ICU Hospital Beds in Use,0.4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-22,Total ICU Hospital Beds,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-22,Percent of Available ICU Hospital Beds,0.6
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-22,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-23,ICU Hospital Beds in Use,3
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-23,Percent of ICU Hospital Beds in Use,0.6
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-23,Total ICU Hospital Beds,5
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-23,Percent of Available ICU Hospital Beds,0.4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-23,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-24,ICU Hospital Beds in Use,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-24,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-24,Total ICU Hospital Beds,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-24,Percent of Available ICU Hospital Beds,0
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-24,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-25,ICU Hospital Beds in Use,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-25,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-25,Total ICU Hospital Beds,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-25,Percent of Available ICU Hospital Beds,0
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-25,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-26,ICU Hospital Beds in Use,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-26,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-26,Total ICU Hospital Beds,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-26,Percent of Available ICU Hospital Beds,0
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-26,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-27,ICU Hospital Beds in Use,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-27,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-27,Total ICU Hospital Beds,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-27,Percent of Available ICU Hospital Beds,0
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-27,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-28,ICU Hospital Beds in Use,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-28,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-28,Total ICU Hospital Beds,4
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-28,Percent of Available ICU Hospital Beds,0
Hospital Data,Regional Level ICU,Regional Map,Southeast,2020-11-28,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-10-30,ICU Hospital Beds in Use,20
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-10-30,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-10-30,Total ICU Hospital Beds,29
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-10-30,Percent of Available ICU Hospital Beds,0.31
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-10-30,ICU Hospital Beds Available,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-10-31,ICU Hospital Beds in Use,19
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-10-31,Percent of ICU Hospital Beds in Use,0.66
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-10-31,Total ICU Hospital Beds,29
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-10-31,Percent of Available ICU Hospital Beds,0.34
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-10-31,ICU Hospital Beds Available,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-01,ICU Hospital Beds in Use,20
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-01,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-01,Total ICU Hospital Beds,29
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-01,Percent of Available ICU Hospital Beds,0.31
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-01,ICU Hospital Beds Available,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-02,ICU Hospital Beds in Use,20
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-02,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-02,Total ICU Hospital Beds,29
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-02,Percent of Available ICU Hospital Beds,0.31
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-02,ICU Hospital Beds Available,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-03,ICU Hospital Beds in Use,24
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-03,Percent of ICU Hospital Beds in Use,0.83
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-03,Total ICU Hospital Beds,29
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-03,Percent of Available ICU Hospital Beds,0.17
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-03,ICU Hospital Beds Available,5
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-04,ICU Hospital Beds in Use,21
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-04,Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-04,Total ICU Hospital Beds,29
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-04,Percent of Available ICU Hospital Beds,0.28
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-04,ICU Hospital Beds Available,8
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-05,ICU Hospital Beds in Use,23
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-05,Percent of ICU Hospital Beds in Use,0.79
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-05,Total ICU Hospital Beds,29
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-05,Percent of Available ICU Hospital Beds,0.21
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-05,ICU Hospital Beds Available,6
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-06,ICU Hospital Beds in Use,21
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-06,Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-06,Total ICU Hospital Beds,29
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-06,Percent of Available ICU Hospital Beds,0.28
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-06,ICU Hospital Beds Available,8
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-07,ICU Hospital Beds in Use,17
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-07,Percent of ICU Hospital Beds in Use,0.61
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-07,Total ICU Hospital Beds,28
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-07,Percent of Available ICU Hospital Beds,0.39
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-07,ICU Hospital Beds Available,11
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-08,ICU Hospital Beds in Use,17
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-08,Percent of ICU Hospital Beds in Use,0.61
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-08,Total ICU Hospital Beds,28
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-08,Percent of Available ICU Hospital Beds,0.39
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-08,ICU Hospital Beds Available,11
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-09,ICU Hospital Beds in Use,19
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-09,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-09,Total ICU Hospital Beds,28
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-09,Percent of Available ICU Hospital Beds,0.32
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-09,ICU Hospital Beds Available,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-10,ICU Hospital Beds in Use,16
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-10,Percent of ICU Hospital Beds in Use,0.57
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-10,Total ICU Hospital Beds,28
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-10,Percent of Available ICU Hospital Beds,0.43
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-10,ICU Hospital Beds Available,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-11,ICU Hospital Beds in Use,20
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-11,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-11,Total ICU Hospital Beds,28
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-11,Percent of Available ICU Hospital Beds,0.29
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-11,ICU Hospital Beds Available,8
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-12,ICU Hospital Beds in Use,20
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-12,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-12,Total ICU Hospital Beds,28
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-12,Percent of Available ICU Hospital Beds,0.29
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-12,ICU Hospital Beds Available,8
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-13,ICU Hospital Beds in Use,18
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-13,Percent of ICU Hospital Beds in Use,0.64
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-13,Total ICU Hospital Beds,28
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-13,Percent of Available ICU Hospital Beds,0.36
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-13,ICU Hospital Beds Available,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-14,ICU Hospital Beds in Use,18
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-14,Percent of ICU Hospital Beds in Use,0.64
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-14,Total ICU Hospital Beds,28
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-14,Percent of Available ICU Hospital Beds,0.36
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-14,ICU Hospital Beds Available,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-15,ICU Hospital Beds in Use,16
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-15,Percent of ICU Hospital Beds in Use,0.57
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-15,Total ICU Hospital Beds,28
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-15,Percent of Available ICU Hospital Beds,0.43
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-15,ICU Hospital Beds Available,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-16,ICU Hospital Beds in Use,17
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-16,Percent of ICU Hospital Beds in Use,0.61
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-16,Total ICU Hospital Beds,28
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-16,Percent of Available ICU Hospital Beds,0.39
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-16,ICU Hospital Beds Available,11
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-17,ICU Hospital Beds in Use,17
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-17,Percent of ICU Hospital Beds in Use,0.63
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-17,Total ICU Hospital Beds,27
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-17,Percent of Available ICU Hospital Beds,0.37
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-17,ICU Hospital Beds Available,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-18,ICU Hospital Beds in Use,21
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-18,Percent of ICU Hospital Beds in Use,0.84
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-18,Total ICU Hospital Beds,25
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-18,Percent of Available ICU Hospital Beds,0.16
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-18,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-19,ICU Hospital Beds in Use,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-19,Percent of ICU Hospital Beds in Use,0.88
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-19,Total ICU Hospital Beds,25
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-19,Percent of Available ICU Hospital Beds,0.12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-19,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-20,ICU Hospital Beds in Use,23
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-20,Percent of ICU Hospital Beds in Use,0.92
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-20,Total ICU Hospital Beds,25
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-20,Percent of Available ICU Hospital Beds,0.08
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-20,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-21,ICU Hospital Beds in Use,25
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-21,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-21,Total ICU Hospital Beds,25
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-21,Percent of Available ICU Hospital Beds,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-21,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-22,ICU Hospital Beds in Use,25
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-22,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-22,Total ICU Hospital Beds,25
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-22,Percent of Available ICU Hospital Beds,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-22,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-23,ICU Hospital Beds in Use,25
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-23,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-23,Total ICU Hospital Beds,25
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-23,Percent of Available ICU Hospital Beds,0
